year,district,district_en,lat,lon,crop,yield_c_ha,tmean_mjja,precip_mjja,gdd5,heat30,dry_max,et0,p30_anom,precip_spring,tmax_july,dtr,vpd_proxy,spei_proxy,year_trend,yield_roll3,ndvi_max,ndvi_flag
2017,Атбасарский,Atbasar,51.81,68.36,spring_wheat,12.82,17.7,94.8,1488.2,11,22,516.8,-33.7,78.2,24.66,26.88,0.851,-422.0,12,11.97,,0
2017,Атбасарский,Atbasar,51.81,68.36,sunflower,9.69,17.7,94.8,1488.2,11,22,516.8,-33.7,78.2,24.66,26.88,0.851,-422.0,12,6.81,,0
2017,Буландынский,Bulandy,52.63,70.42,barley,14.87,17.82,128.1,1366.9,6,22,489.3,-37.0,57.6,22.72,26.94,0.907,-361.2,12,13.94,,0
2017,Буландынский,Bulandy,52.63,70.42,flax,6.76,17.82,128.1,1366.9,6,22,489.3,-37.0,57.6,22.72,26.94,0.907,-361.2,12,6.0,,0
2017,Буландынский,Bulandy,52.63,70.42,oats,13.83,17.82,128.1,1366.9,6,22,489.3,-37.0,57.6,22.72,26.94,0.907,-361.2,12,14.25,,0
2017,Буландынский,Bulandy,52.63,70.42,rapeseed,10.92,17.82,128.1,1366.9,6,22,489.3,-37.0,57.6,22.72,26.94,0.907,-361.2,12,8.49,,0
2017,Буландынский,Bulandy,52.63,70.42,spring_wheat,14.04,17.82,128.1,1366.9,6,22,489.3,-37.0,57.6,22.72,26.94,0.907,-361.2,12,13.1,,0
2017,Буландынский,Bulandy,52.63,70.42,sunflower,10.61,17.82,128.1,1366.9,6,22,489.3,-37.0,57.6,22.72,26.94,0.907,-361.2,12,7.45,,0
2017,Бурабайский,Burabay,52.94,70.31,barley,15.02,17.32,152.0,1330.9,4,22,455.7,-33.1,73.4,21.59,25.84,0.817,-303.7,12,14.07,,0
2017,Бурабайский,Burabay,52.94,70.31,flax,6.83,17.32,152.0,1330.9,4,22,455.7,-33.1,73.4,21.59,25.84,0.817,-303.7,12,6.06,,0
2017,Бурабайский,Burabay,52.94,70.31,oats,13.97,17.32,152.0,1330.9,4,22,455.7,-33.1,73.4,21.59,25.84,0.817,-303.7,12,14.39,,0
2017,Бурабайский,Burabay,52.94,70.31,rapeseed,11.03,17.32,152.0,1330.9,4,22,455.7,-33.1,73.4,21.59,25.84,0.817,-303.7,12,8.58,,0
2017,Бурабайский,Burabay,52.94,70.31,spring_wheat,14.18,17.32,152.0,1330.9,4,22,455.7,-33.1,73.4,21.59,25.84,0.817,-303.7,12,13.23,,0
2017,Бурабайский,Burabay,52.94,70.31,sunflower,10.71,17.32,152.0,1330.9,4,22,455.7,-33.1,73.4,21.59,25.84,0.817,-303.7,12,7.53,,0
2017,Есильский,Esil,51.95,66.4,barley,13.3,18.15,97.8,1562.9,18,17,547.2,-28.8,78.4,25.64,26.77,0.891,-449.4,12,12.46,,0
2017,Есильский,Esil,51.95,66.4,flax,6.04,18.15,97.8,1562.9,18,17,547.2,-28.8,78.4,25.64,26.77,0.891,-449.4,12,5.36,,0
2017,Есильский,Esil,51.95,66.4,oats,12.37,18.15,97.8,1562.9,18,17,547.2,-28.8,78.4,25.64,26.77,0.891,-449.4,12,12.74,,0
2017,Есильский,Esil,51.95,66.4,rapeseed,9.77,18.15,97.8,1562.9,18,17,547.2,-28.8,78.4,25.64,26.77,0.891,-449.4,12,7.6,,0
2017,Есильский,Esil,51.95,66.4,spring_wheat,12.56,18.15,97.8,1562.9,18,17,547.2,-28.8,78.4,25.64,26.77,0.891,-449.4,12,11.72,,0
2017,Есильский,Esil,51.95,66.4,sunflower,9.49,18.15,97.8,1562.9,18,17,547.2,-28.8,78.4,25.64,26.77,0.891,-449.4,12,6.67,,0
2017,Кокшетау,Kokshetau,53.29,69.39,barley,14.59,17.52,162.0,1429.9,8,22,485.3,-23.9,84.1,23.06,25.68,0.791,-323.3,12,13.67,,0
2017,Кокшетау,Kokshetau,53.29,69.39,flax,6.63,17.52,162.0,1429.9,8,22,485.3,-23.9,84.1,23.06,25.68,0.791,-323.3,12,5.88,,0
2017,Кокшетау,Kokshetau,53.29,69.39,oats,13.57,17.52,162.0,1429.9,8,22,485.3,-23.9,84.1,23.06,25.68,0.791,-323.3,12,13.97,,0
2017,Кокшетау,Kokshetau,53.29,69.39,rapeseed,10.71,17.52,162.0,1429.9,8,22,485.3,-23.9,84.1,23.06,25.68,0.791,-323.3,12,8.33,,0
2017,Кокшетау,Kokshetau,53.29,69.39,spring_wheat,13.77,17.52,162.0,1429.9,8,22,485.3,-23.9,84.1,23.06,25.68,0.791,-323.3,12,12.85,,0
2017,Кокшетау,Kokshetau,53.29,69.39,sunflower,10.4,17.52,162.0,1429.9,8,22,485.3,-23.9,84.1,23.06,25.68,0.791,-323.3,12,7.31,,0
2017,Сандыктауский,Sandyktau,52.45,68.75,barley,14.73,16.9,139.8,1329.2,4,17,467.0,-28.6,104.7,22.63,25.85,0.769,-327.2,12,13.8,,0
2017,Сандыктауский,Sandyktau,52.45,68.75,flax,6.7,16.9,139.8,1329.2,4,17,467.0,-28.6,104.7,22.63,25.85,0.769,-327.2,12,5.94,,0
2017,Сандыктауский,Sandyktau,52.45,68.75,oats,13.7,16.9,139.8,1329.2,4,17,467.0,-28.6,104.7,22.63,25.85,0.769,-327.2,12,14.11,,0
2017,Сандыктауский,Sandyktau,52.45,68.75,rapeseed,10.81,16.9,139.8,1329.2,4,17,467.0,-28.6,104.7,22.63,25.85,0.769,-327.2,12,8.41,,0
2017,Сандыктауский,Sandyktau,52.45,68.75,spring_wheat,13.91,16.9,139.8,1329.2,4,17,467.0,-28.6,104.7,22.63,25.85,0.769,-327.2,12,12.98,,0
2017,Сандыктауский,Sandyktau,52.45,68.75,sunflower,10.51,16.9,139.8,1329.2,4,17,467.0,-28.6,104.7,22.63,25.85,0.769,-327.2,12,7.38,,0
2017,Шортандинский,Shortandy,51.7,70.99,barley,14.3,18.61,81.6,1517.5,16,22,544.9,-51.2,54.9,24.71,27.58,1.019,-463.3,12,13.4,,0
2017,Шортандинский,Shortandy,51.7,70.99,flax,6.5,18.61,81.6,1517.5,16,22,544.9,-51.2,54.9,24.71,27.58,1.019,-463.3,12,5.77,,0
2017,Шортандинский,Shortandy,51.7,70.99,oats,13.3,18.61,81.6,1517.5,16,22,544.9,-51.2,54.9,24.71,27.58,1.019,-463.3,12,13.7,,0
2017,Шортандинский,Shortandy,51.7,70.99,rapeseed,10.5,18.61,81.6,1517.5,16,22,544.9,-51.2,54.9,24.71,27.58,1.019,-463.3,12,8.17,,0
2017,Шортандинский,Shortandy,51.7,70.99,spring_wheat,13.5,18.61,81.6,1517.5,16,22,544.9,-51.2,54.9,24.71,27.58,1.019,-463.3,12,12.6,,0
2017,Шортандинский,Shortandy,51.7,70.99,sunflower,10.2,18.61,81.6,1517.5,16,22,544.9,-51.2,54.9,24.71,27.58,1.019,-463.3,12,7.17,,0
2017,Целиноградский,Tselinograd,51.18,71.03,barley,14.01,19.04,85.0,1586.7,21,22,568.1,-39.3,58.4,25.91,27.8,1.077,-483.1,12,13.13,,0
2017,Целиноградский,Tselinograd,51.18,71.03,flax,6.37,19.04,85.0,1586.7,21,22,568.1,-39.3,58.4,25.91,27.8,1.077,-483.1,12,5.65,,0
2017,Целиноградский,Tselinograd,51.18,71.03,oats,13.03,19.04,85.0,1586.7,21,22,568.1,-39.3,58.4,25.91,27.8,1.077,-483.1,12,13.43,,0
2017,Целиноградский,Tselinograd,51.18,71.03,rapeseed,10.29,19.04,85.0,1586.7,21,22,568.1,-39.3,58.4,25.91,27.8,1.077,-483.1,12,8.0,,0
2017,Целиноградский,Tselinograd,51.18,71.03,spring_wheat,13.23,19.04,85.0,1586.7,21,22,568.1,-39.3,58.4,25.91,27.8,1.077,-483.1,12,12.35,,0
2017,Целиноградский,Tselinograd,51.18,71.03,sunflower,10.0,19.04,85.0,1586.7,21,22,568.1,-39.3,58.4,25.91,27.8,1.077,-483.1,12,7.02,,0
2017,Зерендинский,Zerenda,53.05,69.15,barley,15.16,16.96,168.6,1376.0,5,18,473.6,-23.7,83.1,22.65,25.08,0.764,-305.0,12,14.2,,0
2017,Зерендинский,Zerenda,53.05,69.15,flax,6.89,16.96,168.6,1376.0,5,18,473.6,-23.7,83.1,22.65,25.08,0.764,-305.0,12,6.11,,0
2017,Зерендинский,Zerenda,53.05,69.15,oats,14.1,16.96,168.6,1376.0,5,18,473.6,-23.7,83.1,22.65,25.08,0.764,-305.0,12,14.52,,0
2017,Зерендинский,Zerenda,53.05,69.15,rapeseed,11.13,16.96,168.6,1376.0,5,18,473.6,-23.7,83.1,22.65,25.08,0.764,-305.0,12,8.66,,0
2017,Зерендинский,Zerenda,53.05,69.15,spring_wheat,14.31,16.96,168.6,1376.0,5,18,473.6,-23.7,83.1,22.65,25.08,0.764,-305.0,12,13.36,,0
2017,Зерендинский,Zerenda,53.05,69.15,sunflower,10.81,16.96,168.6,1376.0,5,18,473.6,-23.7,83.1,22.65,25.08,0.764,-305.0,12,7.6,,0
2017,Жаксынский,Zhaksy,51.9,67.3,barley,13.16,17.44,108.7,1448.8,9,22,514.9,-30.3,101.6,24.09,26.63,0.803,-406.2,12,12.33,,0
2017,Жаксынский,Zhaksy,51.9,67.3,flax,5.98,17.44,108.7,1448.8,9,22,514.9,-30.3,101.6,24.09,26.63,0.803,-406.2,12,5.31,,0
2017,Жаксынский,Zhaksy,51.9,67.3,oats,12.24,17.44,108.7,1448.8,9,22,514.9,-30.3,101.6,24.09,26.63,0.803,-406.2,12,12.6,,0
2017,Жаксынский,Zhaksy,51.9,67.3,rapeseed,9.66,17.44,108.7,1448.8,9,22,514.9,-30.3,101.6,24.09,26.63,0.803,-406.2,12,7.51,,0
2017,Жаксынский,Zhaksy,51.9,67.3,spring_wheat,12.42,17.44,108.7,1448.8,9,22,514.9,-30.3,101.6,24.09,26.63,0.803,-406.2,12,11.59,,0
2017,Жаксынский,Zhaksy,51.9,67.3,sunflower,9.38,17.44,108.7,1448.8,9,22,514.9,-30.3,101.6,24.09,26.63,0.803,-406.2,12,6.6,,0
2018,Атбасарский,Atbasar,51.81,68.36,barley,13.11,15.76,179.2,1387.1,5,12,489.7,25.3,133.7,26.75,27.31,0.659,-310.5,13,13.21,,0
2018,Атбасарский,Atbasar,51.81,68.36,flax,5.89,15.76,179.2,1387.1,5,12,489.7,25.3,133.7,26.75,27.31,0.659,-310.5,13,5.79,,0
2018,Атбасарский,Atbasar,51.81,68.36,oats,12.54,15.76,179.2,1387.1,5,12,489.7,25.3,133.7,26.75,27.31,0.659,-310.5,13,13.36,,0
2018,Атбасарский,Atbasar,51.81,68.36,rapeseed,10.45,15.76,179.2,1387.1,5,12,489.7,25.3,133.7,26.75,27.31,0.659,-310.5,13,8.71,,0
2018,Атбасарский,Atbasar,51.81,68.36,spring_wheat,12.35,15.76,179.2,1387.1,5,12,489.7,25.3,133.7,26.75,27.31,0.659,-310.5,13,12.44,,0
2018,Атбасарский,Atbasar,51.81,68.36,sunflower,7.6,15.76,179.2,1387.1,5,12,489.7,25.3,133.7,26.75,27.31,0.659,-310.5,13,8.17,,0
2018,Буландынский,Bulandy,52.63,70.42,barley,14.35,14.96,283.0,1205.2,1,7,433.4,39.1,109.5,24.43,26.07,0.576,-150.4,13,14.46,,0
2018,Буландынский,Bulandy,52.63,70.42,flax,6.45,14.96,283.0,1205.2,1,7,433.4,39.1,109.5,24.43,26.07,0.576,-150.4,13,6.34,,0
2018,Буландынский,Bulandy,52.63,70.42,oats,13.73,14.96,283.0,1205.2,1,7,433.4,39.1,109.5,24.43,26.07,0.576,-150.4,13,14.63,,0
2018,Буландынский,Bulandy,52.63,70.42,rapeseed,11.44,14.96,283.0,1205.2,1,7,433.4,39.1,109.5,24.43,26.07,0.576,-150.4,13,9.53,,0
2018,Буландынский,Bulandy,52.63,70.42,spring_wheat,13.52,14.96,283.0,1205.2,1,7,433.4,39.1,109.5,24.43,26.07,0.576,-150.4,13,13.62,,0
2018,Буландынский,Bulandy,52.63,70.42,sunflower,8.32,14.96,283.0,1205.2,1,7,433.4,39.1,109.5,24.43,26.07,0.576,-150.4,13,8.94,,0
2018,Бурабайский,Burabay,52.94,70.31,barley,14.49,14.82,345.3,1147.3,0,10,396.8,52.0,125.4,22.84,25.79,0.562,-51.5,13,14.6,,0
2018,Бурабайский,Burabay,52.94,70.31,flax,6.51,14.82,345.3,1147.3,0,10,396.8,52.0,125.4,22.84,25.79,0.562,-51.5,13,6.41,,0
2018,Бурабайский,Burabay,52.94,70.31,oats,13.86,14.82,345.3,1147.3,0,10,396.8,52.0,125.4,22.84,25.79,0.562,-51.5,13,14.77,,0
2018,Бурабайский,Burabay,52.94,70.31,rapeseed,11.55,14.82,345.3,1147.3,0,10,396.8,52.0,125.4,22.84,25.79,0.562,-51.5,13,9.63,,0
2018,Бурабайский,Burabay,52.94,70.31,spring_wheat,13.65,14.82,345.3,1147.3,0,10,396.8,52.0,125.4,22.84,25.79,0.562,-51.5,13,13.76,,0
2018,Бурабайский,Burabay,52.94,70.31,sunflower,8.4,14.82,345.3,1147.3,0,10,396.8,52.0,125.4,22.84,25.79,0.562,-51.5,13,9.03,,0
2018,Есильский,Esil,51.95,66.4,barley,12.83,16.77,150.6,1455.2,12,19,523.6,9.7,116.2,28.1,27.78,0.788,-373.0,13,12.93,,0
2018,Есильский,Esil,51.95,66.4,flax,5.77,16.77,150.6,1455.2,12,19,523.6,9.7,116.2,28.1,27.78,0.788,-373.0,13,5.67,,0
2018,Есильский,Esil,51.95,66.4,oats,12.28,16.77,150.6,1455.2,12,19,523.6,9.7,116.2,28.1,27.78,0.788,-373.0,13,13.08,,0
2018,Есильский,Esil,51.95,66.4,rapeseed,10.23,16.77,150.6,1455.2,12,19,523.6,9.7,116.2,28.1,27.78,0.788,-373.0,13,8.53,,0
2018,Есильский,Esil,51.95,66.4,spring_wheat,12.09,16.77,150.6,1455.2,12,19,523.6,9.7,116.2,28.1,27.78,0.788,-373.0,13,12.19,,0
2018,Есильский,Esil,51.95,66.4,sunflower,7.44,16.77,150.6,1455.2,12,19,523.6,9.7,116.2,28.1,27.78,0.788,-373.0,13,8.0,,0
2018,Кокшетау,Kokshetau,53.29,69.39,barley,14.08,15.27,349.6,1257.6,2,9,436.5,64.3,109.5,24.66,26.01,0.579,-86.9,13,14.18,,0
2018,Кокшетау,Kokshetau,53.29,69.39,flax,6.32,15.27,349.6,1257.6,2,9,436.5,64.3,109.5,24.66,26.01,0.579,-86.9,13,6.22,,0
2018,Кокшетау,Kokshetau,53.29,69.39,oats,13.46,15.27,349.6,1257.6,2,9,436.5,64.3,109.5,24.66,26.01,0.579,-86.9,13,14.35,,0
2018,Кокшетау,Kokshetau,53.29,69.39,rapeseed,11.22,15.27,349.6,1257.6,2,9,436.5,64.3,109.5,24.66,26.01,0.579,-86.9,13,9.35,,0
2018,Кокшетау,Kokshetau,53.29,69.39,spring_wheat,13.26,15.27,349.6,1257.6,2,9,436.5,64.3,109.5,24.66,26.01,0.579,-86.9,13,13.36,,0
2018,Кокшетау,Kokshetau,53.29,69.39,sunflower,8.16,15.27,349.6,1257.6,2,9,436.5,64.3,109.5,24.66,26.01,0.579,-86.9,13,8.77,,0
2018,Сандыктауский,Sandyktau,52.45,68.75,barley,14.21,14.79,274.4,1197.4,0,8,429.7,40.2,122.0,24.42,25.95,0.567,-155.3,13,14.32,,0
2018,Сандыктауский,Sandyktau,52.45,68.75,flax,6.39,14.79,274.4,1197.4,0,8,429.7,40.2,122.0,24.42,25.95,0.567,-155.3,13,6.28,,0
2018,Сандыктауский,Sandyktau,52.45,68.75,oats,13.6,14.79,274.4,1197.4,0,8,429.7,40.2,122.0,24.42,25.95,0.567,-155.3,13,14.49,,0
2018,Сандыктауский,Sandyktau,52.45,68.75,rapeseed,11.33,14.79,274.4,1197.4,0,8,429.7,40.2,122.0,24.42,25.95,0.567,-155.3,13,9.44,,0
2018,Сандыктауский,Sandyktau,52.45,68.75,spring_wheat,13.39,14.79,274.4,1197.4,0,8,429.7,40.2,122.0,24.42,25.95,0.567,-155.3,13,13.5,,0
2018,Сандыктауский,Sandyktau,52.45,68.75,sunflower,8.24,14.79,274.4,1197.4,0,8,429.7,40.2,122.0,24.42,25.95,0.567,-155.3,13,8.86,,0
2018,Шортандинский,Shortandy,51.7,70.99,barley,13.8,15.62,209.7,1298.6,4,8,463.7,25.3,110.1,25.54,27.31,0.644,-254.0,13,13.9,,0
2018,Шортандинский,Shortandy,51.7,70.99,flax,6.2,15.62,209.7,1298.6,4,8,463.7,25.3,110.1,25.54,27.31,0.644,-254.0,13,6.1,,0
2018,Шортандинский,Shortandy,51.7,70.99,oats,13.2,15.62,209.7,1298.6,4,8,463.7,25.3,110.1,25.54,27.31,0.644,-254.0,13,14.07,,0
2018,Шортандинский,Shortandy,51.7,70.99,rapeseed,11.0,15.62,209.7,1298.6,4,8,463.7,25.3,110.1,25.54,27.31,0.644,-254.0,13,9.17,,0
2018,Шортандинский,Shortandy,51.7,70.99,spring_wheat,13.0,15.62,209.7,1298.6,4,8,463.7,25.3,110.1,25.54,27.31,0.644,-254.0,13,13.1,,0
2018,Шортандинский,Shortandy,51.7,70.99,sunflower,8.0,15.62,209.7,1298.6,4,8,463.7,25.3,110.1,25.54,27.31,0.644,-254.0,13,8.6,,0
2018,Целиноградский,Tselinograd,51.18,71.03,barley,13.52,16.16,227.4,1345.1,7,8,471.0,62.4,115.2,26.14,27.24,0.709,-243.6,13,13.62,,0
2018,Целиноградский,Tselinograd,51.18,71.03,flax,6.08,16.16,227.4,1345.1,7,8,471.0,62.4,115.2,26.14,27.24,0.709,-243.6,13,5.98,,0
2018,Целиноградский,Tselinograd,51.18,71.03,oats,12.94,16.16,227.4,1345.1,7,8,471.0,62.4,115.2,26.14,27.24,0.709,-243.6,13,13.78,,0
2018,Целиноградский,Tselinograd,51.18,71.03,rapeseed,10.78,16.16,227.4,1345.1,7,8,471.0,62.4,115.2,26.14,27.24,0.709,-243.6,13,8.98,,0
2018,Целиноградский,Tselinograd,51.18,71.03,spring_wheat,12.74,16.16,227.4,1345.1,7,8,471.0,62.4,115.2,26.14,27.24,0.709,-243.6,13,12.84,,0
2018,Целиноградский,Tselinograd,51.18,71.03,sunflower,7.84,16.16,227.4,1345.1,7,8,471.0,62.4,115.2,26.14,27.24,0.709,-243.6,13,8.43,,0
2018,Зерендинский,Zerenda,53.05,69.15,barley,14.63,14.73,347.8,1208.0,1,15,426.1,57.4,105.6,24.16,26.13,0.558,-78.3,13,14.73,,0
2018,Зерендинский,Zerenda,53.05,69.15,flax,6.57,14.73,347.8,1208.0,1,15,426.1,57.4,105.6,24.16,26.13,0.558,-78.3,13,6.47,,0
2018,Зерендинский,Zerenda,53.05,69.15,oats,13.99,14.73,347.8,1208.0,1,15,426.1,57.4,105.6,24.16,26.13,0.558,-78.3,13,14.91,,0
2018,Зерендинский,Zerenda,53.05,69.15,rapeseed,11.66,14.73,347.8,1208.0,1,15,426.1,57.4,105.6,24.16,26.13,0.558,-78.3,13,9.72,,0
2018,Зерендинский,Zerenda,53.05,69.15,spring_wheat,13.78,14.73,347.8,1208.0,1,15,426.1,57.4,105.6,24.16,26.13,0.558,-78.3,13,13.89,,0
2018,Зерендинский,Zerenda,53.05,69.15,sunflower,8.48,14.73,347.8,1208.0,1,15,426.1,57.4,105.6,24.16,26.13,0.558,-78.3,13,9.12,,0
2018,Жаксынский,Zhaksy,51.9,67.3,barley,12.7,15.78,176.7,1338.6,4,12,482.3,13.3,122.4,26.32,27.38,0.667,-305.6,13,12.79,,0
2018,Жаксынский,Zhaksy,51.9,67.3,flax,5.7,15.78,176.7,1338.6,4,12,482.3,13.3,122.4,26.32,27.38,0.667,-305.6,13,5.61,,0
2018,Жаксынский,Zhaksy,51.9,67.3,oats,12.14,15.78,176.7,1338.6,4,12,482.3,13.3,122.4,26.32,27.38,0.667,-305.6,13,12.94,,0
2018,Жаксынский,Zhaksy,51.9,67.3,rapeseed,10.12,15.78,176.7,1338.6,4,12,482.3,13.3,122.4,26.32,27.38,0.667,-305.6,13,8.43,,0
2018,Жаксынский,Zhaksy,51.9,67.3,spring_wheat,11.96,15.78,176.7,1338.6,4,12,482.3,13.3,122.4,26.32,27.38,0.667,-305.6,13,12.05,,0
2018,Жаксынский,Zhaksy,51.9,67.3,sunflower,7.36,15.78,176.7,1338.6,4,12,482.3,13.3,122.4,26.32,27.38,0.667,-305.6,13,7.91,,0
2019,Атбасарский,Atbasar,51.81,68.36,barley,11.21,17.09,110.7,1461.8,17,19,537.8,-22.6,80.1,28.84,28.21,0.83,-427.1,14,13.33,,0
2019,Атбасарский,Atbasar,51.81,68.36,flax,6.84,17.09,110.7,1461.8,17,19,537.8,-22.6,80.1,28.84,28.21,0.83,-427.1,14,5.92,,0
2019,Атбасарский,Atbasar,51.81,68.36,oats,10.64,17.09,110.7,1461.8,17,19,537.8,-22.6,80.1,28.84,28.21,0.83,-427.1,14,13.46,,0
2019,Атбасарский,Atbasar,51.81,68.36,rapeseed,10.26,17.09,110.7,1461.8,17,19,537.8,-22.6,80.1,28.84,28.21,0.83,-427.1,14,9.66,,0
2019,Атбасарский,Atbasar,51.81,68.36,spring_wheat,10.45,17.09,110.7,1461.8,17,19,537.8,-22.6,80.1,28.84,28.21,0.83,-427.1,14,12.57,,0
2019,Атбасарский,Atbasar,51.81,68.36,sunflower,7.41,17.09,110.7,1461.8,17,19,537.8,-22.6,80.1,28.84,28.21,0.83,-427.1,14,8.71,,0
2019,Буландынский,Bulandy,52.63,70.42,barley,12.27,16.27,154.3,1297.7,10,12,486.2,-24.1,83.2,26.75,27.41,0.748,-331.9,14,14.59,,0
2019,Буландынский,Bulandy,52.63,70.42,flax,7.49,16.27,154.3,1297.7,10,12,486.2,-24.1,83.2,26.75,27.41,0.748,-331.9,14,6.48,,0
2019,Буландынский,Bulandy,52.63,70.42,oats,11.65,16.27,154.3,1297.7,10,12,486.2,-24.1,83.2,26.75,27.41,0.748,-331.9,14,14.73,,0
2019,Буландынский,Bulandy,52.63,70.42,rapeseed,11.23,16.27,154.3,1297.7,10,12,486.2,-24.1,83.2,26.75,27.41,0.748,-331.9,14,10.57,,0
2019,Буландынский,Bulandy,52.63,70.42,spring_wheat,11.44,16.27,154.3,1297.7,10,12,486.2,-24.1,83.2,26.75,27.41,0.748,-331.9,14,13.76,,0
2019,Буландынский,Bulandy,52.63,70.42,sunflower,8.11,16.27,154.3,1297.7,10,12,486.2,-24.1,83.2,26.75,27.41,0.748,-331.9,14,9.53,,0
2019,Бурабайский,Burabay,52.94,70.31,barley,12.39,15.94,178.2,1212.0,2,12,438.1,-21.5,92.6,25.0,27.41,0.684,-259.9,14,14.74,,0
2019,Бурабайский,Burabay,52.94,70.31,flax,7.56,15.94,178.2,1212.0,2,12,438.1,-21.5,92.6,25.0,27.41,0.684,-259.9,14,6.55,,0
2019,Бурабайский,Burabay,52.94,70.31,oats,11.76,15.94,178.2,1212.0,2,12,438.1,-21.5,92.6,25.0,27.41,0.684,-259.9,14,14.88,,0
2019,Бурабайский,Burabay,52.94,70.31,rapeseed,11.34,15.94,178.2,1212.0,2,12,438.1,-21.5,92.6,25.0,27.41,0.684,-259.9,14,10.68,,0
2019,Бурабайский,Burabay,52.94,70.31,spring_wheat,11.55,15.94,178.2,1212.0,2,12,438.1,-21.5,92.6,25.0,27.41,0.684,-259.9,14,13.9,,0
2019,Бурабайский,Burabay,52.94,70.31,sunflower,8.19,15.94,178.2,1212.0,2,12,438.1,-21.5,92.6,25.0,27.41,0.684,-259.9,14,9.63,,0
2019,Есильский,Esil,51.95,66.4,barley,10.97,18.34,127.8,1514.7,19,25,566.2,-6.9,85.7,29.35,29.72,1.031,-438.4,14,13.05,,0
2019,Есильский,Esil,51.95,66.4,flax,6.7,18.34,127.8,1514.7,19,25,566.2,-6.9,85.7,29.35,29.72,1.031,-438.4,14,5.8,,0
2019,Есильский,Esil,51.95,66.4,oats,10.42,18.34,127.8,1514.7,19,25,566.2,-6.9,85.7,29.35,29.72,1.031,-438.4,14,13.18,,0
2019,Есильский,Esil,51.95,66.4,rapeseed,10.04,18.34,127.8,1514.7,19,25,566.2,-6.9,85.7,29.35,29.72,1.031,-438.4,14,9.46,,0
2019,Есильский,Esil,51.95,66.4,spring_wheat,10.23,18.34,127.8,1514.7,19,25,566.2,-6.9,85.7,29.35,29.72,1.031,-438.4,14,12.31,,0
2019,Есильский,Esil,51.95,66.4,sunflower,7.25,18.34,127.8,1514.7,19,25,566.2,-6.9,85.7,29.35,29.72,1.031,-438.4,14,8.53,,0
2019,Кокшетау,Kokshetau,53.29,69.39,barley,12.04,16.51,144.2,1323.8,10,17,466.6,-32.2,88.8,26.72,27.58,0.719,-322.4,14,14.32,,0
2019,Кокшетау,Kokshetau,53.29,69.39,flax,7.34,16.51,144.2,1323.8,10,17,466.6,-32.2,88.8,26.72,27.58,0.719,-322.4,14,6.36,,0
2019,Кокшетау,Kokshetau,53.29,69.39,oats,11.42,16.51,144.2,1323.8,10,17,466.6,-32.2,88.8,26.72,27.58,0.719,-322.4,14,14.45,,0
2019,Кокшетау,Kokshetau,53.29,69.39,rapeseed,11.02,16.51,144.2,1323.8,10,17,466.6,-32.2,88.8,26.72,27.58,0.719,-322.4,14,10.37,,0
2019,Кокшетау,Kokshetau,53.29,69.39,spring_wheat,11.22,16.51,144.2,1323.8,10,17,466.6,-32.2,88.8,26.72,27.58,0.719,-322.4,14,13.5,,0
2019,Кокшетау,Kokshetau,53.29,69.39,sunflower,7.96,16.51,144.2,1323.8,10,17,466.6,-32.2,88.8,26.72,27.58,0.719,-322.4,14,9.35,,0
2019,Сандыктауский,Sandyktau,52.45,68.75,barley,12.15,16.13,168.1,1259.0,9,16,463.8,-14.1,89.5,26.47,27.54,0.735,-295.7,14,14.45,,0
2019,Сандыктауский,Sandyktau,52.45,68.75,flax,7.42,16.13,168.1,1259.0,9,16,463.8,-14.1,89.5,26.47,27.54,0.735,-295.7,14,6.42,,0
2019,Сандыктауский,Sandyktau,52.45,68.75,oats,11.54,16.13,168.1,1259.0,9,16,463.8,-14.1,89.5,26.47,27.54,0.735,-295.7,14,14.59,,0
2019,Сандыктауский,Sandyktau,52.45,68.75,rapeseed,11.12,16.13,168.1,1259.0,9,16,463.8,-14.1,89.5,26.47,27.54,0.735,-295.7,14,10.47,,0
2019,Сандыктауский,Sandyktau,52.45,68.75,spring_wheat,11.33,16.13,168.1,1259.0,9,16,463.8,-14.1,89.5,26.47,27.54,0.735,-295.7,14,13.63,,0
2019,Сандыктауский,Sandyktau,52.45,68.75,sunflower,8.03,16.13,168.1,1259.0,9,16,463.8,-14.1,89.5,26.47,27.54,0.735,-295.7,14,9.44,,0
2019,Шортандинский,Shortandy,51.7,70.99,barley,11.8,17.23,127.2,1401.7,15,17,525.0,-24.0,74.2,28.09,29.25,0.91,-397.8,14,14.03,,0
2019,Шортандинский,Shortandy,51.7,70.99,flax,7.2,17.23,127.2,1401.7,15,17,525.0,-24.0,74.2,28.09,29.25,0.91,-397.8,14,6.23,,0
2019,Шортандинский,Shortandy,51.7,70.99,oats,11.2,17.23,127.2,1401.7,15,17,525.0,-24.0,74.2,28.09,29.25,0.91,-397.8,14,14.17,,0
2019,Шортандинский,Shortandy,51.7,70.99,rapeseed,10.8,17.23,127.2,1401.7,15,17,525.0,-24.0,74.2,28.09,29.25,0.91,-397.8,14,10.17,,0
2019,Шортандинский,Shortandy,51.7,70.99,spring_wheat,11.0,17.23,127.2,1401.7,15,17,525.0,-24.0,74.2,28.09,29.25,0.91,-397.8,14,13.23,,0
